name,description,img
Tab M7,"Lenovo Tab M7 Android tablet. Announced Sep 2019. Features 7.0″  display, MT8321 chipset, 3590 mAh battery, 32 GB storage, 2 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m7.jpg
Vibe K4 Note,"Lenovo Vibe K4 Note Android smartphone. Announced Jan 2016. Features 5.5″  display, MT6753 chipset, 13 MP primary camera, 5 MP front camera, 3300 mAh battery, 32 GB storage, 3 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-a7010.jpg
Yoga Tab 11,"Lenovo Yoga Tab 11 Android tablet. Announced Jun 2021. Features 11.0″  display, MT6785 Helio G90T chipset, 7700 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tab-11.jpg
Tab P11 5G,"Lenovo Tab P11 5G Android tablet. Announced Sep 2021. Features 11.0″  display, Snapdragon 750G 5G chipset, 7700 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-p11-5g.jpg
M10 FHD REL,"Lenovo M10 FHD REL Android tablet. Announced Jan 2020. Features 10.1″  display, Snapdragon 450 chipset, 7000 mAh battery, 32 GB storage, 3 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-m10-fhd-rel.jpg
A7000,"Lenovo A7000 Android smartphone. Announced Mar 2015. Features 5.5″  display, MT6752m chipset, 8 MP primary camera, 5 MP front camera, 2900 mAh battery, 8 GB storage, 2 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-a7000.jpg
Tab 4 8,"Lenovo Tab 4 8 Android tablet. Announced Feb 2017. Features 8.0″  display, Snapdragon 425 (Wi-Fi chipset, 5 MP primary camera, 2 MP front camera, 4850 mAh battery, 32 GB storage, 2 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-4-8-.jpg
Legion Duel,"Lenovo Legion Duel Android smartphone. Announced Jul 2020. Features 6.65″  display, Snapdragon 865 5G+ chipset, 5000 mAh battery, 512 GB storage, 16 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-legion-.jpg
P2,"Lenovo P2 Android smartphone. Announced Sep 2016. Features 5.5″  display, Snapdragon 625 chipset, 13 MP primary camera, 5 MP front camera, 5100 mAh battery, 64 GB storage, 4 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-p2.jpg
Yoga Tab 13,"Lenovo Yoga Tab 13 Android tablet. Announced May 2021. Features 13.0″  display, Snapdragon 870 5G chipset, 10200 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-pad-pro.jpg
Tab M8 (3rd Gen),"Lenovo Tab M8 (3rd Gen) Android tablet. Announced Jun 2021. Features 8.0″  display, MT8768T Helio P22T chipset, 5100 mAh battery, 32 GB storage, 3 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m8-3.jpg
Tab M7 (3rd Gen),"Lenovo Tab M7 (3rd Gen) Android tablet. Announced Jun 2021. Features 7.0″  display, MT8166 chipset, 3750 mAh battery, 32 GB storage, 2 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m7-3.jpg
Yoga Smart Tab,"Lenovo Yoga Smart Tab Android tablet. Announced Oct 2019. Features 10.1″  display, Snapdragon 439 chipset, 7000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-smart-tab.jpg
K13 Note,"Lenovo K13 Note Android smartphone. Announced Jun 2021. Features 6.5″  display, Snapdragon 460 chipset, 5000 mAh battery, 128 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-k13-note.jpg
Vibe K5,"Lenovo Vibe K5 Android smartphone. Announced Feb 2016. Features 5.0″  display, Snapdragon 415 chipset, 13 MP primary camera, 5 MP front camera, 2750 mAh battery, 16 GB storage, 2 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5.jpg
Tab3 7,"Lenovo Tab3 7 Android tablet. Announced Feb 2016. Features 7.0″  display, MT8161 chipset, 2 MP or 5 MP primary camera, VGA or 2 MP front camera, 3450 mAh battery, 16 GB storage, 1000 MB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab3-711.jpg
A1000,"Lenovo A1000 Android smartphone. Announced Sep 2015. Features 4.0″  display, Spreadtrum SC7731 chipset, 5 MP primary camera, 2000 mAh battery, 8 GB storage, 1000 MB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-a1000.jpg
K12 Pro,"Lenovo K12 Pro Android smartphone. Announced Dec 2020. Features 6.8″  display, Snapdragon 662 chipset, 6000 mAh battery, 128 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-k12-pro.jpg
K8 Note,"Lenovo K8 Note Android smartphone. Announced Aug 2017. Features 5.5″  display, MT6797D Helio X23 chipset, Dual: 13 MP (f/1.7, PDAF) + 5 MP primary camera, 13 MP front camera, 4000 mAh battery, 64 GB storage, 4 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-k8-note-.jpg
K6 Note,"Lenovo K6 Note Android smartphone. Announced Sep 2016. Features 5.5″  display, Snapdragon 430 chipset, 16 MP primary camera, 8 MP front camera, 4000 mAh battery, 32 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-k6-note.jpg
Tab M8 (FHD),"Lenovo Tab M8 (FHD) Android tablet. Announced Sep 2019. Features 8.0″  display, MT6762 Helio P22T chipset, 5100 mAh battery, 32 GB storage, 3 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m8-HD.jpg
K13,"Lenovo K13 Android smartphone. Announced Aug 2021. Features 6.52″  display, Unisoc SC9863A chipset, 5000 mAh battery, 32 GB storage, 2 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-k13.jpg
Tab 7,"Lenovo Tab 7 Android tablet. Announced Nov 2017. Features 7.0″  display, MT8161 chipset, 5 MP primary camera, 2 MP front camera, 3500 mAh battery, 16 GB storage, 2 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-7-.jpg
