name,description,img
P40 Pro,"Huawei P40 Pro Android smartphone. Announced Mar 2020. Features 6.58″  display, Kirin 990 5G chipset, 4200 mAh battery, 512 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-pro.jpg
P50 Pocket,"Huawei P50 Pocket smartphone. Announced Dec 2021. Features 6.9″  display, Snapdragon 888 4G chipset, 4000 mAh battery, 512 GB storage, 12 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p50-pocket.jpg
nova 9 Pro,"Huawei nova 9 Pro smartphone. Announced Sep 2021. Features 6.72″  display, Snapdragon 778G 4G chipset, 4000 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-9-pro-5g-.jpg
P20,"Huawei P20 Android smartphone. Announced Mar 2018. Features 5.8″  display, Kirin 970 chipset, 3400 mAh battery, 128 GB storage, 6 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p20-.jpg
Y9 Prime (2019),"Huawei Y9 Prime (2019) Android smartphone. Announced Aug 2019. Features 6.59″  display, Kirin 710F chipset, 4000 mAh battery, 128 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-y9-prime-2019-.jpg
Mate 10 Pro,"Huawei Mate 10 Pro Android smartphone. Announced Oct 2017. Features 6.0″  display, Kirin 970 chipset, Dual: 12 MP (f/1.6, 27mm, 1/2.9″, 1.25µm) + 20 MP primary camera, 8 MP front camera, 4000 mAh battery, 128 GB storage, 6 GB RAM, Corning Gorilla Glass (unspecified version).",https://fdn2.gsmarena.com/vv/bigpic/huawei-mate10-pro.jpg
P40 lite,"Huawei P40 lite Android smartphone. Announced Feb 2020. Features 6.4″  display, Kirin 810 chipset, 4200 mAh battery, 128 GB storage, 6 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-lite.jpg
nova 5T,"Huawei nova 5T Android smartphone. Announced Aug 2019. Features 6.26″  display, Kirin 980 chipset, 3750 mAh battery, 128 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5t.jpg
P50,"Huawei P50 smartphone. Announced Jul 2021. Features 6.5″  display, Snapdragon 888 4G chipset, 4100 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p50.jpg
P smart,"Huawei P smart Android smartphone. Announced Dec 2017. Features 5.65″  display, Kirin 659 chipset, Dual: 13 MP (AF) + 2 MP primary camera, 8 MP front camera, 3000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-.jpg
Mate 40 Pro,"Huawei Mate 40 Pro Android smartphone. Announced Oct 2020. Features 6.76″  display, Kirin 9000 5G chipset, 4400 mAh battery, 512 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-mate40-pro.jpg
nova 3i,"Huawei nova 3i Android smartphone. Announced Jul 2018. Features 6.3″  display, Kirin 710 chipset, 3340 mAh battery, 128 GB storage, 6 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-3i.jpg
P10 Lite,"Huawei P10 Lite Android smartphone. Announced Feb 2017. Features 5.2″  display, Kirin 658 chipset, 12 MP primary camera, 8 MP front camera, 3000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p10-lite.jpg
nova 7i,"Huawei nova 7i Android smartphone. Announced Jan 2020. Features 6.4″  display, Kirin 810 chipset, 4200 mAh battery, 128 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-lite.jpg
nova Y60,"Huawei nova Y60 Android smartphone. Announced Sep 2021. Features 6.6″  display, MT6765 Helio P35 chipset, 5000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-y60.jpg
Mate 20,"Huawei Mate 20 Android smartphone. Announced Oct 2018. Features 6.53″  display, Kirin 980 chipset, 4000 mAh battery, 128 GB storage, 6 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-.jpg
Mate 10 Lite,"Huawei Mate 10 Lite Android smartphone. Announced Oct 2017. Features 5.9″  display, Kirin 659 chipset, Dual: 16 MP (f/2.2, 27mm, PDAF) + 2 MP primary camera, Dual: 13 MP (f/2.0, 26mm) + 2 MP front camera, 3340 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-10-lite.jpg
Y7 Pro (2019),"Huawei Y7 Pro (2019) Android smartphone. Announced Jan 2019. Features 6.26″  display, Snapdragon 450 chipset, 4000 mAh battery, 128 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-y7-pro-2019-.jpg
Y9a,"Huawei Y9a Android smartphone. Announced Sep 2020. Features 6.63″  display, MT6769V chipset, 4300 mAh battery, 128 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-y9a.jpg
Mate 20 lite,"Huawei Mate 20 lite Android smartphone. Announced Aug 2018. Features 6.3″  display, Kirin 710 chipset, Dual: 20 MP (f/1.8, PDAF) + 2 MP primary camera, Dual: 24 MP + 2 MP front camera, 3750 mAh battery, 64 GB storage, 6 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-lite-r1.jpg
P40,"Huawei P40 Android smartphone. Announced Mar 2020. Features 6.1″  display, Kirin 990 5G chipset, 3800 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p40.jpg
Y6p,"Huawei Y6p Android smartphone. Announced May 2020. Features 6.3″  display, MT6762R Helio P22 chipset, 5000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-y6p.jpg
Watch GT 3,"Huawei Watch GT 3 watch. Announced Oct 2021. Features 1.43″  display, 455 mAh battery, 4 GB storage, 32 MB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt3-new.jpg
P smart 2019,"Huawei P smart 2019 Android smartphone. Announced Dec 2018. Features 6.21″  display, Kirin 710 chipset, 3400 mAh battery, 64 GB storage, 3 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2019.jpg
P9,"Huawei P9 Android smartphone. Announced Apr 2016. Features 5.2″  display, Kirin 955 chipset, Dual: 12 MP primary camera, 8 MP front camera, 3000 mAh battery, 64 GB storage, 4 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p9r2.jpg
P10,"Huawei P10 Android smartphone. Announced Feb 2017. Features 5.1″  display, Kirin 960 chipset, Dual: 12 MP (f/2.2, 28mm, OIS) + 20 MP primary camera, 8 MP front camera, 3200 mAh battery, 64 GB storage, 4 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p10-.jpg
MatePad 11 (2021),"Huawei MatePad 11 (2021) tablet. Announced Jun 2021. Features 10.95″  display, Snapdragon 865 chipset, 7250 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-11-2021.jpg
P9 lite,"Huawei P9 lite Android smartphone. Announced Apr 2016. Features 5.2″  display, Kirin 650 chipset, 13 MP primary camera, 8 MP front camera, 3000 mAh battery, 16 GB storage, 3 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/huawei-p9-lite-r1.jpg
