name,description,img
Galaxy S10,"Samsung Galaxy S10 Android smartphone. Announced Feb 2019. Features 6.1″  display, Exynos 9820 chipset, 3400 mAh battery, 512 GB storage, 8 GB RAM, Corning Gorilla Glass 6.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s10.jpg
Galaxy A52,"Samsung Galaxy A52 Android smartphone. Announced Mar 2021. Features 6.5″  display, Snapdragon 720G chipset, 4500 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a52-4g.jpg
Galaxy S10+,"Samsung Galaxy S10+ Android smartphone. Announced Feb 2019. Features 6.4″  display, Exynos 9820 chipset, 4100 mAh battery, 1024 GB storage, 12 GB RAM, Corning Gorilla Glass 6.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s10-plus-new.jpg
Galaxy S22+ 5G,"Samsung Galaxy S22+ 5G Android smartphone. Announced Feb 2022. Features 6.6″  display, Exynos 2200 chipset, 4500 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass Victus+.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s22-plus-5g.jpg
Galaxy A03,"Samsung Galaxy A03 Android smartphone. Announced Nov 2021. Features 6.5″  display, 5000 mAh battery, 128 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a03.jpg
Galaxy S21 Ultra 5G,"Samsung Galaxy S21 Ultra 5G Android smartphone. Announced Jan 2021. Features 6.8″  display, Exynos 2100 chipset, 5000 mAh battery, 512 GB storage, 16 GB RAM, Corning Gorilla Glass Victus.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s21-ultra-5g-.jpg
Galaxy A50,"Samsung Galaxy A50 Android smartphone. Announced Feb 2019. Features 6.4″  display, Exynos 9610 chipset, 4000 mAh battery, 128 GB storage, 6 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a50-sm-a505f-ds.jpg
Galaxy A22,"Samsung Galaxy A22 Android smartphone. Announced Jun 2021. Features 6.4″  display, MT6769V chipset, 5000 mAh battery, 128 GB storage, 6 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a22.jpg
Galaxy S20 FE 5G,"Samsung Galaxy S20 FE 5G Android smartphone. Announced Sep 2020. Features 6.5″  display, Snapdragon 865 5G chipset, 4500 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s20-fe-5g.jpg
Galaxy S21 5G,"Samsung Galaxy S21 5G Android smartphone. Announced Jan 2021. Features 6.2″  display, Exynos 2100 chipset, 4000 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass Victus.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s21-5g-r.jpg
Galaxy A22 5G,"Samsung Galaxy A22 5G Android smartphone. Announced Jun 2021. Features 6.6″  display, MediaTek MT6833 Dimensity 700 5G chipset, 5000 mAh battery, 128 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a22-5g.jpg
Galaxy S9,"Samsung Galaxy S9 Android smartphone. Announced Feb 2018. Features 5.8″  display, Exynos 9810 chipset, 12 MP primary camera, 8 MP front camera, 3000 mAh battery, 256 GB storage, 4 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s9-.jpg
Galaxy Note9,"Samsung Galaxy Note9 Android smartphone. Announced Aug 2018. Features 6.4″  display, Exynos 9810 chipset, 4000 mAh battery, 512 GB storage, 8 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note9-r1.jpg
Galaxy A13 5G,"Samsung Galaxy A13 5G Android smartphone. Announced Dec 2021. Features 6.5″  display, MediaTek MT6833 Dimensity 700 5G chipset, 5000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a13-5g-.jpg
Galaxy A03s,"Samsung Galaxy A03s Android smartphone. Announced Aug 2021. Features 6.5″  display, MediaTek MT6765 Helio P35 chipset, 5000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a03s.jpg
Galaxy S9+,"Samsung Galaxy S9+ Android smartphone. Announced Feb 2018. Features 6.2″  display, Exynos 9810 chipset, Dual: 12 MP (f/1.5-2.4, 26mm, 1/2.55″, 1.4µm, dual pixel PDAF) + 12MP primary camera, 8 MP front camera, 3500 mAh battery, 256 GB storage, 6 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s9-plus-blue.jpg
Galaxy M52 5G,"Samsung Galaxy M52 5G Android smartphone. Announced Sep 2021. Features 6.7″  display, Snapdragon 778G 5G chipset, 5000 mAh battery, 128 GB storage, 8 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m32-5g-.jpg
Galaxy A10,"Samsung Galaxy A10 Android smartphone. Announced Feb 2019. Features 6.2″  display, Exynos 7884 chipset, 3400 mAh battery, 32 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a10.jpg
Galaxy S8,"Samsung Galaxy S8 Android smartphone. Announced Mar 2017. Features 5.8″  display, Exynos 8895 chipset, 12 MP primary camera, 8 MP front camera, 3000 mAh battery, 64 GB storage, 4 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s8-.jpg
Galaxy A32 5G,"Samsung Galaxy A32 5G Android smartphone. Announced Jan 2021. Features 6.5″  display, MediaTek MT6853 Dimensity 720 5G chipset, 5000 mAh battery, 128 GB storage, 8 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a32-5g.jpg
Galaxy M23,"Samsung Galaxy M23 Android smartphone. Announced Mar 2022. Features 6.6″  display, Snapdragon 750G 5G chipset, 5000 mAh battery, 128 GB storage, 6 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m23.jpg
Galaxy Tab S8,"Samsung Galaxy Tab S8 Android tablet. Announced Feb 2022. Features 11.0″  display, Snapdragon 8 Gen 1 chipset, 8000 mAh battery, 256 GB storage, 12 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s8.jpg
Galaxy F23,"Samsung Galaxy F23 Android smartphone. Announced Mar 2022. Features 6.6″  display, Snapdragon 750G 5G chipset, 5000 mAh battery, 128 GB storage, 6 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m23.jpg
Galaxy A30,"Samsung Galaxy A30 Android smartphone. Announced Feb 2019. Features 6.4″  display, Exynos 7904 chipset, 4000 mAh battery, 64 GB storage, 4 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a30.jpg
Galaxy Note10+,"Samsung Galaxy Note10+ Android smartphone. Announced Aug 2019. Features 6.8″  display, Exynos 9825 chipset, 4300 mAh battery, 512 GB storage, 12 GB RAM, Corning Gorilla Glass 6.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note10-plus-.jpg
Galaxy A52 5G,"Samsung Galaxy A52 5G Android smartphone. Announced Mar 2021. Features 6.5″  display, Snapdragon 750G 5G chipset, 4500 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a52-5g.jpg
Galaxy A72,"Samsung Galaxy A72 Android smartphone. Announced Mar 2021. Features 6.7″  display, Snapdragon 720G chipset, 5000 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a72-4g.jpg
Galaxy Note20 Ultra 5G,"Samsung Galaxy Note20 Ultra 5G Android smartphone. Announced Aug 2020. Features 6.9″  display, Exynos 990 chipset, 4500 mAh battery, 512 GB storage, 12 GB RAM, Corning Gorilla Glass Victus.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note20-ultra-.jpg
Galaxy A51,"Samsung Galaxy A51 Android smartphone. Announced Dec 2019. Features 6.5″  display, Exynos 9611 chipset, 4000 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a51-sm-a515.jpg
Galaxy Note8,"Samsung Galaxy Note8 Android smartphone. Announced Aug 2017. Features 6.3″  display, Exynos 8895 chipset, 3300 mAh battery, 256 GB storage, 6 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-8-sm-n950.jpg
Galaxy M12,"Samsung Galaxy M12 Android smartphone. Announced Apr 2021. Features 6.5″  display, Exynos 850 chipset, 5000 mAh battery, 128 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m12.jpg
Galaxy S10e,"Samsung Galaxy S10e Android smartphone. Announced Feb 2019. Features 5.8″  display, Exynos 9820 chipset, 3100 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s10e.jpg
Galaxy S20 FE,"Samsung Galaxy S20 FE Android smartphone. Announced Sep 2020. Features 6.5″  display, Exynos 990 chipset, 4500 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s20-fe-4g.jpg
Galaxy Tab S8 Ultra,"Samsung Galaxy Tab S8 Ultra Android tablet. Announced Feb 2022. Features 14.6″  display, Snapdragon 8 Gen 1 chipset, 11200 mAh battery, 512 GB storage, 16 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s8-ultra.jpg
Galaxy A03 Core,"Samsung Galaxy A03 Core Android smartphone. Announced Nov 2021. Features 6.5″  display, Unisoc SC9863A chipset, 5000 mAh battery, 32 GB storage, 2 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a03-core.jpg
Galaxy S10 5G,"Samsung Galaxy S10 5G Android smartphone. Announced Feb 2019. Features 6.7″  display, Exynos 9820 chipset, 4500 mAh battery, 512 GB storage, 8 GB RAM, Corning Gorilla Glass 6.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s10-5g.jpg
Galaxy S8+,"Samsung Galaxy S8+ Android smartphone. Announced Mar 2017. Features 6.2″  display, Exynos 8895 chipset, 12 MP primary camera, 8 MP front camera, 3500 mAh battery, 128 GB storage, 6 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s8-plus-.jpg
Galaxy J7 Prime,"Samsung Galaxy J7 Prime Android smartphone. Announced Sep 2016. Features 5.5″  display, Exynos 7870 Octa chipset, 13 MP primary camera, 8 MP front camera, 3300 mAh battery, 64 GB storage, 3 GB RAM, Corning Gorilla Glass (market dependent).",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-prime.jpg
Galaxy Tab A8 10.5 (2021),"Samsung Galaxy Tab A8 10.5 (2021) Android tablet. Announced Dec 2021. Features 10.5″  display, Unisoc Tiger T618 chipset, 7040 mAh battery, 128 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a8-105-2021-new.jpg
Galaxy S20,"Samsung Galaxy S20 Android smartphone. Announced Feb 2020. Features 6.2″  display, Exynos 990 chipset, 4000 mAh battery, 128 GB storage, 8 GB RAM, Corning Gorilla Glass 6.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s20-.jpg
Galaxy A71,"Samsung Galaxy A71 Android smartphone. Announced Dec 2019. Features 6.7″  display, Snapdragon 730 chipset, 4500 mAh battery, 128 GB storage, 8 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a71.jpg
Galaxy Z Fold3 5G,"Samsung Galaxy Z Fold3 5G Android smartphone. Announced Aug 2021. Features 7.6″  display, Snapdragon 888 5G chipset, 4400 mAh battery, 512 GB storage, 12 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-z-fold3-5g.jpg
Galaxy A7 (2018),"Samsung Galaxy A7 (2018) Android smartphone. Announced Sep 2018. Features 6.0″  display, Exynos 7885 chipset, 3300 mAh battery, 128 GB storage, 6 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-sm-a750f.jpg
Galaxy S21+ 5G,"Samsung Galaxy S21+ 5G Android smartphone. Announced Jan 2021. Features 6.7″  display, Exynos 2100 chipset, 4800 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass Victus.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s21-plus-5g-.jpg
Galaxy S7,"Samsung Galaxy S7 Android smartphone. Announced Feb 2016. Features 5.1″  display, Exynos 8890 Octa chipset, 12 MP primary camera, 5 MP front camera, 3000 mAh battery, 64 GB storage, 4 GB RAM, Corning Gorilla Glass 4.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s7--.jpg
Galaxy M32,"Samsung Galaxy M32 Android smartphone. Announced Jun 2021. Features 6.4″  display, MT6769V chipset, 6000 mAh battery, 128 GB storage, 8 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m32.jpg
Galaxy Tab A7 Lite,"Samsung Galaxy Tab A7 Lite Android tablet. Announced May 2021. Features 8.7″  display, MT8768T Helio P22T chipset, 5100 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a7-lite.jpg
Galaxy J7,"Samsung Galaxy J7 Android smartphone. Announced Jun 2015. Features 5.5″  display, Snapdragon 615 chipset, 13 MP primary camera, 5 MP front camera, 3000 mAh battery, 16 GB storage, 1.5 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-j700f.jpg
Galaxy Z Flip3 5G,"Samsung Galaxy Z Flip3 5G Android smartphone. Announced Aug 2021. Features 6.7″  display, Snapdragon 888 5G chipset, 3300 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-z-flip3-5g.jpg
Galaxy S7 edge,"Samsung Galaxy S7 edge Android smartphone. Announced Feb 2016. Features 5.5″  display, Snapdragon 820 chipset, 12 MP primary camera, 5 MP front camera, 3600 mAh battery, 128 GB storage, 4 GB RAM, Corning Gorilla Glass 4.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s7-edge-.jpg
Galaxy A21s,"Samsung Galaxy A21s Android smartphone. Announced May 2020. Features 6.5″  display, Exynos 850 chipset, 5000 mAh battery, 128 GB storage, 6 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a21s-.jpg
Galaxy J7 Pro,"Samsung Galaxy J7 Pro Android smartphone. Announced Jun 2017. Features 5.5″  display, Exynos 7870 Octa chipset, 13 MP primary camera, 13 MP front camera, 3600 mAh battery, 64 GB storage, 3 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-pro.jpg
Galaxy Note10,"Samsung Galaxy Note10 Android smartphone. Announced Aug 2019. Features 6.3″  display, Exynos 9825 chipset, 3500 mAh battery, 256 GB storage, 8 GB RAM, Corning Gorilla Glass 6.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note10-.jpg
Galaxy A20,"Samsung Galaxy A20 Android smartphone. Announced Mar 2019. Features 6.4″  display, Exynos 7884 chipset, 4000 mAh battery, 32 GB storage, 3 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a20.jpg
Galaxy S20 Ultra 5G,"Samsung Galaxy S20 Ultra 5G Android smartphone. Announced Feb 2020. Features 6.9″  display, Exynos 990 chipset, 5000 mAh battery, 512 GB storage, 16 GB RAM, Corning Gorilla Glass 6.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s20-ultra-.jpg
Galaxy A02,"Samsung Galaxy A02 Android smartphone. Announced Jan 2021. Features 6.5″  display, MT6739W chipset, 5000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a02.jpg
Galaxy J6,"Samsung Galaxy J6 Android smartphone. Announced May 2018. Features 5.6″  display, Exynos 7870 Octa chipset, 13 MP primary camera, 8 MP front camera, 3000 mAh battery, 64 GB storage, 4 GB RAM, Corning Gorilla Glass (unspecified version).",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j6-j600.jpg
Galaxy A02s,"Samsung Galaxy A02s Android smartphone. Announced Nov 2020. Features 6.5″  display, Snapdragon 450 chipset, 5000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a02s-sm-a025-new.jpg
Galaxy J5,"Samsung Galaxy J5 Android smartphone. Announced Jun 2015. Features 5.0″  display, Snapdragon 410 chipset, 13 MP primary camera, 5 MP front camera, 2600 mAh battery, 16 GB storage, 1.5 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-sm-j500f.jpg
Galaxy M20,"Samsung Galaxy M20 Android smartphone. Announced Jan 2019. Features 6.3″  display, Exynos 7904 chipset, 5000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m20-m205f.jpg
Galaxy J2 Prime,"Samsung Galaxy J2 Prime Android smartphone. Announced Nov 2016. Features 5.0″  display, MT6737T chipset, 8 MP primary camera, 5 MP front camera, 2600 mAh battery, 16 GB storage, 1.5 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-prime-2016.jpg
Galaxy A70,"Samsung Galaxy A70 Android smartphone. Announced Mar 2019. Features 6.7″  display, Snapdragon 675 chipset, 4500 mAh battery, 128 GB storage, 8 GB RAM, Corning Gorilla Glass 3.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a70.jpg
Galaxy Tab S7 FE,"Samsung Galaxy Tab S7 FE Android tablet. Announced May 2021. Features 12.4″  display, Snapdragon 750G 5G chipset, 10090 mAh battery, 256 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s7-fe.jpg
Galaxy Tab S8+,"Samsung Galaxy Tab S8+ Android tablet. Announced Feb 2022. Features 12.4″  display, Snapdragon 8 Gen 1 chipset, 10090 mAh battery, 256 GB storage, 12 GB RAM, Corning Gorilla Glass 5.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s8-plus.jpg
Galaxy A11,"Samsung Galaxy A11 Android smartphone. Announced Mar 2020. Features 6.4″  display, Snapdragon 450 chipset, 4000 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a11.jpg
Galaxy A31,"Samsung Galaxy A31 Android smartphone. Announced Mar 2020. Features 6.4″  display, MT6768 Helio P65 chipset, 5000 mAh battery, 128 GB storage, 8 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a31.jpg
Galaxy Tab A 10.1 (2019),"Samsung Galaxy Tab A 10.1 (2019) Android tablet. Announced Feb 2019. Features 10.1″  display, Exynos 7904 chipset, 6150 mAh battery, 128 GB storage, 3 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-101-2019.jpg
Galaxy M51,"Samsung Galaxy M51 Android smartphone. Announced Aug 2020. Features 6.7″  display, Snapdragon 730G chipset, 7000 mAh battery, 128 GB storage, 8 GB RAM, Corning Gorilla Glass 3+.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m51.jpg
Galaxy J4+,"Samsung Galaxy J4+ Android smartphone. Announced Sep 2018. Features 6.0″  display, Snapdragon 425 chipset, 3300 mAh battery, 32 GB storage, 3 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-plus-sm-j415f.jpg
Galaxy J6+,"Samsung Galaxy J6+ Android smartphone. Announced Sep 2018. Features 6.0″  display, Snapdragon 425 chipset, 3300 mAh battery, 64 GB storage, 4 GB RAM.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j6-plus-sm-j610f.jpg
Galaxy S6,"Samsung Galaxy S6 Android smartphone. Announced Mar 2015. Features 5.1″  display, Exynos 7420 Octa chipset, 16 MP primary camera, 5 MP front camera, 2550 mAh battery, 128 GB storage, 3 GB RAM, Corning Gorilla Glass 4.",https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6.jpg
